participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.page_duration_stage1,player.page_duration_stage2,player.case_id,player.y_true,player.final_correct,player.point_pred_cal,player.point_pred_confidence,player.cp_contains_good,player.cp_contains_poor,player.cp_contains_standard,player.initial_decision,player.initial_confidence,player.final_decision,player.final_confidence,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
3,4sxkafli,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,s2npxl0l,,,,,1
4,91zcxbjr,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,s2npxl0l,,,,,1
5,cz5jro8t,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,s2npxl0l,,,,,1
6,js9g1zgs,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,s2npxl0l,,,,,1
1,tm6i1ybh,,0,0,62,,,,0,,,0.0,1,,0.0,,,,,,,,,,,,,,,s2npxl0l,,,,,1
2,cypky1cd,,0,0,62,,,,0,,,0.0,2,,0.0,,,,,,,,,,,,,,,s2npxl0l,,,,,1
3,4sxkafli,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,s2npxl0l,,,,,1
4,91zcxbjr,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,s2npxl0l,,,,,1
5,cz5jro8t,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,s2npxl0l,,,,,1
6,js9g1zgs,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,s2npxl0l,,,,,1
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
2,b3ak4yyg,,0,62,62,closing,Closing,2026-02-01 11:22:03.895245,1,,,0.0,2,,0.0,39.164,35.729,119,standard,0,standard,0.9322873,0,0,1,1,4,1,4,3gax22wu,,,,,1
3,29bfd5dj,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
4,rnsqk8em,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
5,lpzzc1g2,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
6,p8pzfeb4,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
2,b3ak4yyg,,0,62,62,closing,Closing,2026-02-01 11:22:03.895245,1,,,0.0,2,,0.0,11.125,30.303,15170,standard,0,standard,0.717377,1,1,1,1,4,1,4,3gax22wu,,,,,1
3,29bfd5dj,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
4,rnsqk8em,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
5,lpzzc1g2,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
6,p8pzfeb4,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
2,b3ak4yyg,,0,62,62,closing,Closing,2026-02-01 11:22:03.895245,1,,,0.0,2,,0.0,10.964,37.234,7907,standard,1,poor,0.78147775,0,1,1,2,4,2,4,3gax22wu,,,,,1
3,29bfd5dj,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
4,rnsqk8em,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
5,lpzzc1g2,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
6,p8pzfeb4,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
2,b3ak4yyg,,0,62,62,closing,Closing,2026-02-01 11:22:03.895245,1,,,0.0,2,,0.0,55.032,7.409,9110,poor,0,standard,0.8233657,1,0,1,2,4,2,4,3gax22wu,,,,,1
3,29bfd5dj,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
4,rnsqk8em,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
5,lpzzc1g2,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
6,p8pzfeb4,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
2,b3ak4yyg,,0,62,62,closing,Closing,2026-02-01 11:22:03.895245,1,,,0.0,2,,0.0,21.15,11.138,7776,poor,0,standard,0.4347168,1,1,1,2,4,2,4,3gax22wu,,,,,1
3,29bfd5dj,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
4,rnsqk8em,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
5,lpzzc1g2,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
6,p8pzfeb4,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
2,b3ak4yyg,,0,62,62,closing,Closing,2026-02-01 11:22:03.895245,1,,,0.0,2,,0.0,17.637,7.39,8985,poor,1,standard,0.86166245,0,0,1,1,4,1,4,3gax22wu,,,,,1
3,29bfd5dj,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
4,rnsqk8em,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
5,lpzzc1g2,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
6,p8pzfeb4,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
2,b3ak4yyg,,0,62,62,closing,Closing,2026-02-01 11:22:03.895245,1,,,0.0,2,,0.0,25.334,9.507,15335,standard,1,standard,0.7902001,1,0,1,2,4,2,4,3gax22wu,,,,,1
3,29bfd5dj,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
4,rnsqk8em,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
5,lpzzc1g2,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
6,p8pzfeb4,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
2,b3ak4yyg,,0,62,62,closing,Closing,2026-02-01 11:22:03.895245,1,,,0.0,2,,0.0,12.245,8.757,5082,poor,1,poor,0.58773553,0,1,1,1,4,1,4,3gax22wu,,,,,1
3,29bfd5dj,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
4,rnsqk8em,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
5,lpzzc1g2,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
6,p8pzfeb4,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
2,b3ak4yyg,,0,62,62,closing,Closing,2026-02-01 11:22:03.895245,1,,,0.0,2,,0.0,10.247,6.517,5674,poor,1,poor,0.7523917,0,1,1,1,5,1,5,3gax22wu,,,,,1
3,29bfd5dj,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
4,rnsqk8em,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
5,lpzzc1g2,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
6,p8pzfeb4,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
2,b3ak4yyg,,0,62,62,closing,Closing,2026-02-01 11:22:03.895245,1,,,0.0,2,,0.0,15.19,8.03,8872,standard,1,standard,0.5242442,1,0,1,2,4,2,4,3gax22wu,,,,,1
3,29bfd5dj,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
4,rnsqk8em,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
5,lpzzc1g2,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
6,p8pzfeb4,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
2,b3ak4yyg,,0,62,62,closing,Closing,2026-02-01 11:22:03.895245,1,,,0.0,2,,0.0,20.711,12.052,12108,poor,1,poor,0.83154356,0,1,0,1,3,1,4,3gax22wu,,,,,1
3,29bfd5dj,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
4,rnsqk8em,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
5,lpzzc1g2,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
6,p8pzfeb4,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
2,b3ak4yyg,,0,62,62,closing,Closing,2026-02-01 11:22:03.895245,1,,,0.0,2,,0.0,22.989,9.582,5629,standard,0,standard,0.86002916,0,0,1,1,4,1,4,3gax22wu,,,,,1
3,29bfd5dj,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
4,rnsqk8em,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
5,lpzzc1g2,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
6,p8pzfeb4,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
2,b3ak4yyg,,0,62,62,closing,Closing,2026-02-01 11:22:03.895245,1,,,0.0,2,,0.0,22.012,7.45,10791,poor,1,poor,0.8320311,0,1,0,1,4,1,4,3gax22wu,,,,,1
3,29bfd5dj,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
4,rnsqk8em,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
5,lpzzc1g2,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
6,p8pzfeb4,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
2,b3ak4yyg,,0,62,62,closing,Closing,2026-02-01 11:22:03.895245,1,,,0.0,2,,0.0,13.166,12.333,8425,standard,0,standard,0.5847118,1,1,1,3,5,3,5,3gax22wu,,,,,1
3,29bfd5dj,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
4,rnsqk8em,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
5,lpzzc1g2,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
6,p8pzfeb4,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
2,b3ak4yyg,,0,62,62,closing,Closing,2026-02-01 11:22:03.895245,1,,,0.0,2,,0.0,12.094,22.792,11346,standard,0,poor,0.83154356,0,1,1,3,4,3,5,3gax22wu,,,,,1
3,29bfd5dj,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
4,rnsqk8em,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
5,lpzzc1g2,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
6,p8pzfeb4,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,3gax22wu,,,,,1
1,r062hsc2,,0,0,62,,,,0,,,0.0,1,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
2,d1mbssvt,,0,0,62,,,,0,,,0.0,2,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
3,6d3rs39f,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
4,o1dtx6xc,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
5,n415qisk,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
6,bwrod6mp,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
1,r062hsc2,,0,0,62,,,,0,,,0.0,1,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
2,d1mbssvt,,0,0,62,,,,0,,,0.0,2,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
3,6d3rs39f,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
4,o1dtx6xc,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
5,n415qisk,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
6,bwrod6mp,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
1,r062hsc2,,0,0,62,,,,0,,,0.0,1,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
2,d1mbssvt,,0,0,62,,,,0,,,0.0,2,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
3,6d3rs39f,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
4,o1dtx6xc,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
5,n415qisk,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
6,bwrod6mp,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
1,r062hsc2,,0,0,62,,,,0,,,0.0,1,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
2,d1mbssvt,,0,0,62,,,,0,,,0.0,2,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
3,6d3rs39f,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
4,o1dtx6xc,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
5,n415qisk,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
6,bwrod6mp,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
1,r062hsc2,,0,0,62,,,,0,,,0.0,1,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
2,d1mbssvt,,0,0,62,,,,0,,,0.0,2,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
3,6d3rs39f,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
4,o1dtx6xc,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
5,n415qisk,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
6,bwrod6mp,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
1,r062hsc2,,0,0,62,,,,0,,,0.0,1,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
2,d1mbssvt,,0,0,62,,,,0,,,0.0,2,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
3,6d3rs39f,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
4,o1dtx6xc,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
5,n415qisk,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
6,bwrod6mp,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
1,r062hsc2,,0,0,62,,,,0,,,0.0,1,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
2,d1mbssvt,,0,0,62,,,,0,,,0.0,2,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
3,6d3rs39f,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
4,o1dtx6xc,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
5,n415qisk,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
6,bwrod6mp,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
1,r062hsc2,,0,0,62,,,,0,,,0.0,1,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
2,d1mbssvt,,0,0,62,,,,0,,,0.0,2,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
3,6d3rs39f,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
4,o1dtx6xc,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
5,n415qisk,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
6,bwrod6mp,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
1,r062hsc2,,0,0,62,,,,0,,,0.0,1,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
2,d1mbssvt,,0,0,62,,,,0,,,0.0,2,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
3,6d3rs39f,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
4,o1dtx6xc,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
5,n415qisk,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
6,bwrod6mp,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
1,r062hsc2,,0,0,62,,,,0,,,0.0,1,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
2,d1mbssvt,,0,0,62,,,,0,,,0.0,2,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
3,6d3rs39f,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
4,o1dtx6xc,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
5,n415qisk,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
6,bwrod6mp,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
1,r062hsc2,,0,0,62,,,,0,,,0.0,1,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
2,d1mbssvt,,0,0,62,,,,0,,,0.0,2,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
3,6d3rs39f,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
4,o1dtx6xc,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
5,n415qisk,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
6,bwrod6mp,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
1,r062hsc2,,0,0,62,,,,0,,,0.0,1,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
2,d1mbssvt,,0,0,62,,,,0,,,0.0,2,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
3,6d3rs39f,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
4,o1dtx6xc,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
5,n415qisk,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
6,bwrod6mp,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
1,r062hsc2,,0,0,62,,,,0,,,0.0,1,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
2,d1mbssvt,,0,0,62,,,,0,,,0.0,2,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
3,6d3rs39f,,0,0,62,,,,0,,,0.0,3,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
4,o1dtx6xc,,0,0,62,,,,0,,,0.0,4,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
5,n415qisk,,0,0,62,,,,0,,,0.0,5,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
6,bwrod6mp,,0,0,62,,,,0,,,0.0,6,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
1,r062hsc2,,0,0,62,,,,0,,,0.0,1,,0.0,,,,,,,,,,,,,,,rl91ozls,,,,,1
